Human Timestamp,Unix Time,Microseconds,Accelerometer X (m/s/s),Accelerometer Y (m/s/s),Accelerometer Z (m/s/s),Gyroscope X (degrees/s),Gyroscope Y (degrees/s),Gyroscope Z (degrees/s),Magnetometer X (mG),Magnetometer Y (mG),Magnetometer Z (mG),IMU Temperature (deg C),Pressure (Pascals),Pressure Temperature (deg C)
Wed Jan 01 01:04:33 CET 2020,1577837073,350790,0.49961215,0.22942133,-9.581047,4.467459472361666,1.9250860854924259,0.9750967786587148,26.97754,-346.88315,306.05063,35.14248,99880.59,35.7525
Wed Jan 01 01:04:33 CET 2020,1577837073,450860,0.4561864,0.33390296,-9.77008,-3.5213765783872573,-2.888352824726697,-0.6829211694051531,27.679443,-345.0775,306.6864,35.140797,99879.56,35.757496
Wed Jan 01 01:04:33 CET 2020,1577837073,550790,0.5363469,0.6820384,-8.903053,-8.242927284100402,-4.397635207386533,-0.3698944724898627,28.390066,-353.9516,311.29672,35.141567,99880.5,35.757496
Wed Jan 01 01:04:33 CET 2020,1577837073,650790,0.14286494,0.2154912,-10.013551,5.294570792169198,-9.665883968314319,0.9787304392971616,36.464146,-359.6017,314.2264,35.141354,99880.31,35.757996
Wed Jan 01 01:04:33 CET 2020,1577837073,750790,0.18314683,-0.79590696,-11.065885,20.302923696136254,0.6922383822339491,0.10136350775493885,40.66685,-343.01758,311.00027,35.14347,99878.26,35.76
Wed Jan 01 01:04:33 CET 2020,1577837073,850790,0.358811,-0.85464865,-10.082259,-8.391875799624556,3.612786669651335,-1.4176881798521312,37.16169,-338.48355,312.0466,35.143,99878.4,35.76
Wed Jan 01 01:04:33 CET 2020,1577837073,950790,0.75033456,-0.56558454,-9.841993,-3.786854799559018,4.313288442416138,-0.6397525524668939,33.220562,-347.77832,318.0978,35.143063,99878.07,35.76
Wed Jan 01 01:04:34 CET 2020,1577837074,50810,0.54137266,-0.86239725,-9.389106,-6.007552079457522,3.9464131791578887,1.3532479253267475,27.58789,-350.49875,320.24274,35.15107,99879.66,35.76
Wed Jan 01 01:04:34 CET 2020,1577837074,150790,0.5245239,-0.63768923,-9.291279,-15.915437239164469,-1.790762978147029,0.04418277670714613,26.59389,-363.73465,325.92773,35.14887,99878.35,35.76
Wed Jan 01 01:04:34 CET 2020,1577837074,250790,0.43580884,-0.2519243,-10.019546,1.308714788374301,-1.6871619099063677,-1.0819739091892773,29.331753,-372.2447,328.31683,35.14527,99879.2,35.76
Wed Jan 01 01:04:34 CET 2020,1577837074,350790,1.070749,-0.15453292,-9.504751,-9.13607803339099,0.5957412040215412,0.5132342263950797,29.47998,-376.61743,330.5359,35.145447,99880.01,35.76
